image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/SupriyaPilgaonkar.jpg/220px-SupriyaPilgaonkar.jpg,,"Supriya Pilgaonkar (born 17 August 1967) , often known by her screen name Supriya, is a Hindi/Marathi actress. She is married to Hindi/Marathi actor Sachin Pilgaonkar.

",Supriya Pilgaonkar
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Tanjore-style_Carnatic_tambura.JPG/180px-Tanjore-style_Carnatic_tambura.JPG,,Suryakantam or Sooryakantam (pronounced sūryakāntam) is a rāgam in Carnatic music (musical scale of South Indian classical music). It is the 17th melakarta rāgam (parent scale) in the 72 melakarta rāgam system of Carnatic music. It is called Chāyāvati in Muthuswami Dikshitar school of Carnatic music.,Suryakantam
http://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/TiaBajpai.jpg/220px-TiaBajpai.jpg,,"Tia Bajpai (born Twinkle Bajpai) is an Indian singer, television and film actress. She made her film debut in 2011 with Vikram Bhatt's film Haunted - 3D, and appeared in 1920: Evil Returns and Baankey Ki Crazy Baraat. She also participated in Sa Re Ga Ma Pa Challenge 2005.",Tia Bajpai
http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/TinaDutta02.jpg/220px-TinaDutta02.jpg,,"Tina Datta, also spelled Tinaa Dattaa, is an Indian film and television actress. She played the lead role of Ichcha Veer Singh Bundela in Uttaran and participated in the reality show Fear Factor: Khatron Ke Khiladi 7. She has also played the role of Dhamini in Karmaphal Daata Shani. She portrayed the role of Jaanvi Chaudhry in Daayan in 2018-2019.",Tina Datta
http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Vibha_Chibber.jpg/220px-Vibha_Chibber.jpg,,"Vibha Chibber is an Indian film and television actress and theatre artist. She is the mother of actor Puru Chibber, who also works in television serials.In 2007, she made her television debut as Kaushalya Sharma in StarPlus's Sapna Babul Ka...Bidaai. Then, she portrayed the lead role of Mrs. Bindeshwari Kaushik in Zee TV's Mrs. Kaushik Ki Paanch Bahuein. In 2014, she portrayed the role of Alvira Chaudhary in Sony TV's Humsafars. Afterwards, she was roped to portray the roles of Bachani Devi Gupta in SAB TV's Hum Aapke Ghar Mein Rehte Hain and Raano Singh Bedi in Colors TV's Kasam.",Vibha Chibber
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Tina_ambani.jpg/220px-Tina_ambani.jpg,,"Tina Anil Ambani (born as Tina Munim in 1957) is a former Bollywood actress and chairperson of the Mumbai-based Kokilaben Dhirubhai Ambani Hospital, Harmony for Silvers Foundation and Harmony Art Foundation. She is also Chairperson of Group CSR, Reliance Group, and the Mudra Foundation for Communications Research and Education (MFFCRE), as well as Chief Mentor and Advisor for the Strategic Planning Committee of the Dhirubhai Ambani Institute of Information and Communication Technology (DA-IICT). Her husband is Anil Ambani, Chairman of Reliance Group.",Tina Ambani
No Images Found,,"Tun Tun (11 July 1923 – 24 November 2003) was the screen name of Indian playback singer and actress-comedian, Uma Devi Khatri, who was called ""Hindi cinema's first-ever comedienne"".",Tun Tun
http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Tabu_promoting_Andhadhun_in_2018.jpg/220px-Tabu_promoting_Andhadhun_in_2018.jpg,,"Tabassum Fatima Hashmi (born 4 November 1971), known by the mononym  Tabu, is an Indian film actress primarily working in Hindi films, in addition to Telugu, Tamil, Malayalam, English, Bengali and Marathi films. She has won two National Film Awards for Best Actress and six Filmfare Awards, including a record four Critics Awards for Best Actress. In 2011, the Government of India awarded her with Padma Shri, the fourth highest civilian honour of the country.Tabu's critically acclaimed performances include Maachis (1996), Kaalapaani (1996), Kadhal Desam (1996), Virasat (1997), Hu Tu Tu (1999), Kandukondain Kandukondain (2000), Astitva (2000), Chandni Bar (2001), Maqbool (2003), Cheeni Kum (2007), Haider (2014), Drishyam (2015) and Andhadhun (2018). She has also played leading and supporting roles in several commercial successes, including Coolie No.1 (1991), Vijaypath (1994), Ninne Pelladata (1996), Saajan Chale Sasural (1996), Chachi 420 (1997), Biwi No.1 (1999), Hum Saath-Saath Hain (1999), Hera Pheri (2000), Jai Ho (2014), Golmaal Again (2017) and De De Pyaar De (2019). Her international projects include a leading role in Mira Nair's drama The Namesake (2007) and a supporting role in Ang Lee's highly successful adventure film Life of Pi (2012).",Tabu (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Veena_Malik_Latest_Pic.jpg/220px-Veena_Malik_Latest_Pic.jpg,,"Zahida Malik (born 26 February 1984), better known as Veena Malik, is a Pakistani actress, TV host, reality television personality and model who has appeared in Pakistani and Bollywood films. Veena made her film debut in 2000 with Sajjad Gul's Tere Pyar Mein. In 2002, she starred in Akbar Khan's Yeh Dil Aap Ka Huwa and Sassi Punno and later played roles in female-centric films such as Koi Tujh Sa Kahan (2005), Mohabbatan Sachiyan (2007), Kyun Tum Se Itna Pyar Hai (2005), Kabhi Pyar Na Karna (2008) and Ishq Be Parwah (2008). In 2012, she was seen in Bollywood with a comedy film, Daal Mein Kuch Kaala Hai. The following year, she appeared in the comedy-drama Zindagi 50-50, Supermodel and the Kannada film Dirty Picture: Silk Sakkath Maga. She also appeared in 2014 horror film Mumbai 125 KM 3D. She was a contestant on Bigg Boss in 2010.",Veena Malik
http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Tulip_Joshi_interacts_with_young_girls_at_Arts_in_Motion%27s_%27Dance_with_Joy%27_event_11.jpg/220px-Tulip_Joshi_interacts_with_young_girls_at_Arts_in_Motion%27s_%27Dance_with_Joy%27_event_11.jpg,,"Tulip Joshi (born 11 September 1979) is an Indian actress who has appeared in Hindi, Kannada, Malayalam and Telugu films.",Tulip Joshi
http://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Trisha_at_World_Children%27s_Day_Press_Meet.png/220px-Trisha_at_World_Children%27s_Day_Press_Meet.png,,"Trisha Krishnan (born 4 May 1983), known mononymously as Trisha, is an Indian film actress and model, who primarily works in Tamil and Telugu language films. She was noticed after winning several beauty pageants like the Miss Madras contest (1999), which marked her entry into filmdom.
After appearing in a supporting role in the 1999 Tamil film Jodi, she had her first lead role in the 2002 film Mounam Pesiyadhe. She later rose to fame starring in the successful films, Saamy (2003) and Ghilli (2004) in Tamil cinema and Varsham (2004) in Telugu cinema, for which she secured her first South Filmfare Best Actress Award. She went on to win the award two more times for Nuvvostanante Nenoddantana (2005) and Aadavari Matalaku Ardhalu Verule (2007). In 2010, she made her Bollywood début in Khatta Meetha. She was seen in her career best performances in Abhiyum Naanum (2008), Vinnaithaandi Varuvaayaa (2010) for which she won Vijay Award for Favourite Heroine and was nominated for Filmfare Best Tamil Actress Award.",Trisha (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Veena_1945.jpg/220px-Veena_1945.jpg,,"Veena (4 July 1926 – 14 November 2004), also known as Veena Kumari, real name Tajour Sultana, was an Indian actress.",Veena (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tisca_Chopra_snapped_doing_media_interactions_for_Chhuri_%2806%29_%28cropped%29.jpg/220px-Tisca_Chopra_snapped_doing_media_interactions_for_Chhuri_%2806%29_%28cropped%29.jpg,,"Tisca Chopra (born 1 November 1973) is an Indian actress, author and film producer. She has acted in over 45 feature films in different languages with many eminent directors like Aamir Khan, Prakash Jha, Madhur Bhandarkar, Abhinay Deo, Nagesh Kukunoor and Anup Singh.
Taare Zameen Par, her best known feature film, was India's official entry to the Academy Awards. It also won her Filmfare and other top nominations. Another feature film, Qissa, premiered at the Toronto Film Festival in 2013, and won the prestigious NETPAC Award for Best Asian Film. The film has travelled to over 20 festivals, winning over almost all top awards and much appreciation from audiences and critics. Tisca did her Bachelors in Literature from University of Delhi and worked extensively in theatre. She has honed her craft with Naseeruddin Shah and theatre director Feroz Khan. Her performance in the Pulitzer Award-winning play, Dinner With Friends, that deals with the state of the modern marriage, was a hit in India, South East Asia and the Middle East, garnering praise from both critics and audiences. A practising Buddhist, she consistently works on issues especially those of gender equality, the girl child and the environment. She has worked with Sam Pitroda on the National Knowledge Commission, to help with revamping the education system.
Her book Acting Smart (Harper Collins), is a best seller and is being translated into Hindi. Tisca has been nominated at the New York Indian Film Festival for Best Actress for her work in 10Ml Love, a film based on A Midsummer Night's Dream. The series won Best Ensemble Cast. She's been on the Jury of the prestigious MAMI (Mumbai Academy Of Moving Images) film festival. Chutney, a short film she wrote and produced under her company, The Eastern Way won two Filmfare Awards (Best Actress & Best Short Film). She is now developing two feature film scripts. Her upcoming projects are Bioscopewala, 3Dev and The Hungry (based on the Shakespeare play Titus Andronicus). One of the most beautiful and stylish actresses, Tisca is often on the best-dressed list and is a favourite with advertisers, endorsing brands like Tanishq, Titan eyewear, Olay, Horlicks, Marks & Spencer, Godrej, Bajaj Motors and Kellogg's.",Tisca Chopra
No Images Found,,"Vidhubala is a former Malayalam film actress who started her career in the mid-1970s and retired when she was at the peak of her career.
Currently Vidhubala hosts a well accepted family reality show Kadhayallithu Jeevitham in Amrita TV.",Vidhubala
http://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Vidya_Balan_in_2020.jpg/220px-Vidya_Balan_in_2020.jpg,,"Vidya Balan (pronounced [ʋɪd̪jaː baːlən]; born 1 January 1979) is an Indian actress. Known for pioneering a change in the portrayal of women in Hindi cinema with her roles in female-led films, she is the recipient of several awards, including a National Film Award and six Filmfare Awards. She was awarded the Padma Shri by the Government of India in 2014.
Vidya aspired to a career in film from a young age and had her first acting role in the 1995 sitcom Hum Paanch. While pursuing a master's degree in sociology from the University of Mumbai, she made several unsuccessful attempts to start a career in film, and featured in television commercials and music videos. She made her film debut by starring in the Bengali film Bhalo Theko and received praise for her first Hindi film, the drama Parineeta. This was followed by commercial successes in Lage Raho Munna Bhai (2006) and Bhool Bhulaiyaa (2007), but her roles in the romantic comedies Heyy Babyy (2007) and Kismat Konnection (2008) had negative reviews. 
Vidya went on to establish herself by starring in five consecutive commercial successes, which also earned her critical and awards recognition. These were in the drama Paa (2009), the black comedy Ishqiya (2010), the thrillers No One Killed Jessica and Kahaani (2012), and the biopic The Dirty Picture (2011). The last of these won her the National Film Award for Best Actress. She followed this with a series of films that performed poorly at the box office. This changed when she starred as a radio jockey in Tumhari Sulu (2017) and a scientist in Mission Mangal (2019). The latter ranks as her highest-grossing release.
Vidya also promotes humanitarian causes and supports the empowerment of women. She is a member of the Indian Central Board of Film Certification and hosts a radio show. She initially drew criticism for her fluctuating weight and dress sense, but was later credited in the media for her unconventionality. Vidya is married to the film producer Siddharth Roy Kapur.",Vidya Balan
