image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/RA_Wiki.jpg/220px-RA_Wiki.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/RA_Wiki.jpg/220px-RA_Wiki.jpg', 'path': 'full/bebeff690f4fc89cb1051d8588aacc2e7337d4db.jpg', 'checksum': '8c86114ed8ad1456f19c7640dd3b5d82'}]","Ramesh Aravind (born 1964) is an Indian actor, director, TV show host, screenwriter, motivational speaker and author. Ramesh Aravind has been in the entertainment industry for over 34 years and has works in six languages.He has acted in more than 140 movies. 
He has predominantly worked in Kannada. He also appeared in Tamil, Telugu, Malayalam and Hindi films. He is known for his roles in Pushpaka Vimana, Rama Shama Bhama, Sathi Leelavathi, Duet, America America, Nammoora Mandara Hoove, Apthamitra, Ulta Palta, Hoomale, Mungarina Minchu, Chandramukhi Pranasakhi and Amrutha Varshini.
He has earned and been nominated for numerous awards during his career, including winning two Filmfare Awards for Best Actor and Karnataka State Awards for Best Actor and Best Story for his script in Hoomale, as well as Udaya TV and Suvarna TV Awards. He's also the brand ambassador of BHIVE Workspace and VIDWATH mobile app.He is the host of WEEKEND WITH RAMESH show which has had four successful seasons on Zee Kannada and also hosted Season 3 of Kannadada Kotiyadipathi, the Kannada version of Who Wants to Be a Millionaire.",Ramesh Aravind
http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/%E0%AE%9A%E0%AF%82%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AF%8D%E0%AE%B8%E0%AF%8D%E0%AE%9F%E0%AE%BE%E0%AE%B0%E0%AF%8D_%E0%AE%B0%E0%AE%9C%E0%AE%BF%E0%AE%A9%E0%AE%BF%E0%AE%95%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%8D_-_Actor_Rajinikanth.jpg/150px-%E0%AE%9A%E0%AF%82%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AF%8D%E0%AE%B8%E0%AF%8D%E0%AE%9F%E0%AE%BE%E0%AE%B0%E0%AF%8D_%E0%AE%B0%E0%AE%9C%E0%AE%BF%E0%AE%A9%E0%AE%BF%E0%AE%95%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%8D_-_Actor_Rajinikanth.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/%E0%AE%9A%E0%AF%82%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AF%8D%E0%AE%B8%E0%AF%8D%E0%AE%9F%E0%AE%BE%E0%AE%B0%E0%AF%8D_%E0%AE%B0%E0%AE%9C%E0%AE%BF%E0%AE%A9%E0%AE%BF%E0%AE%95%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%8D_-_Actor_Rajinikanth.jpg/150px-%E0%AE%9A%E0%AF%82%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AF%8D%E0%AE%B8%E0%AF%8D%E0%AE%9F%E0%AE%BE%E0%AE%B0%E0%AF%8D_%E0%AE%B0%E0%AE%9C%E0%AE%BF%E0%AE%A9%E0%AE%BF%E0%AE%95%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%8D_-_Actor_Rajinikanth.jpg', 'path': 'full/74f987cd4663e167b4a3e4e3229bbda79824a4b7.jpg', 'checksum': 'a944a7877814a5df49c72a3ae25d9e16'}]","Shivaji Rao Gaekwad (born 12 December 1950), known professionally as Rajinikanth or Rajni, is an Indian film actor who works primarily in Tamil cinema. In addition to acting, he has also worked as a producer and screenwriter. Hailed as Superstar or Thalaivaa (leader), Rajinikanth is one of the most popular actors in South India. As of 2019, Rajinikanth has won six Tamil Nadu State Film Awards—four Best Actor Awards and two Special Awards for Best Actor—and a Filmfare Best Tamil Actor Award. The Government of India has honored him with the Padma Bhushan (2000) and the Padma Vibhushan (2016). He received the Chevalier Sivaji Ganesan Award for Excellence in Indian Cinema at the 4th Vijay Awards.  At the 45th International Film Festival of India (2014), he was conferred with the ""Centenary Award for Indian Film Personality of the Year"". At the 50th edition, he will be honored with the Icon of Global Jubilee award.Rajinikanth began acting in plays while working in the Bangalore Transport Service as a bus conductor. In 1973, he joined the Madras Film Institute to pursue a diploma in acting. Following his debut in K. Balachander's 1975 Tamil drama Apoorva Raagangal, his acting career commenced with a brief phase of portraying antagonistic characters in Tamil films. He had his first major role in Balachander's Telugu drama film Anthuleni Katha (1976), and got his breakthrough in Tamil with Moondru Mudichu (1976)—also directed by Balachander. His style and mannerisms in the latter earned recognition from the audience. In 1978, he received critical acclaim for his roles in Mullum Malarum and Aval Appadithan; the former earned him a Tamil Nadu State Film Award Special Prize for Best Actor. He played dual roles in the action thriller Billa (1980), which was a remake of the Bollywood film Don (1978). It was his biggest commercial success to that point and gave him the action hero image.The Suresh Krissna-directed Baashha, in which Rajinikanth played a crime boss, was a major commercial success in his career and earned him a 'god-like' status in Tamil Nadu. Later that year he acted in K. S. Ravikumar's Muthu, which was dubbed into Japanese. In Japan, the film grossed a record US$1.6 million in 1998 and was largely instrumental in creating a fan-base for Rajinikanth in the country. Padayappa (1999), his second collaboration with Ravikumar, went on to become the highest-grossing Tamil film to that point. After earning ₹26 crore (equivalent to ₹63 crore or US$8.9 million in 2019) for his role in Sivaji (2007), Rajinikanth became the highest-paid actor in Asia after Jackie Chan at the time. He played dual roles, as a scientist and an andro-humanoid robot, in the science fiction film Enthiran (2010) and its sequel 2.0 (2018), both being India's most expensive production at the time of their release, and among the highest-grossing Indian films of all time.",Rajinikanth
http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rakesh_Roshan%2C_Thakur_Doultani_%26_Hrithik_Roshan.jpg/220px-Rakesh_Roshan%2C_Thakur_Doultani_%26_Hrithik_Roshan.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Rakesh_Roshan%2C_Thakur_Doultani_%26_Hrithik_Roshan.jpg/220px-Rakesh_Roshan%2C_Thakur_Doultani_%26_Hrithik_Roshan.jpg', 'path': 'full/00587acf977f14041cccfaa63f4bfc2d843d9279.jpg', 'checksum': '38ad033b8f06fa3435b185101bafdd99'}]","Rakesh Roshan (born Rakesh Roshan Lal Nagrath on 6 September 1949) is an Indian producer, director, screenwriter, editor,  former actor and music director in Hindi films. He is the son of Indian music director Roshanlal Nagrath. He appeared in 84 films throughout the 1970s and 1980s till 1989. As an actor, he was mostly known for his supporting roles in big-budget films starring Sanjeev Kumar and Rajesh Khanna in the lead role. Later, he achieved fame for directing films with titles beginning with the letter ""K"" since 1987. As a filmmaker, his most notable work includes the drama Khudgarz (1987), the revenge drama Khoon Bhari Maang (1988), the comedy-drama Kishen Kanhaiya (1990), the crime thriller Karan Arjun (1995), the romance Kaho Naa... Pyaar Hai (2000), the science fiction Koi... Mil Gaya (2003) and the superhero Krrish film series (2006—2013). Roshan won the Filmfare Award for Best Director for directing the films; Kaho Naa... Pyaar Hai and Koi... Mil Gaya. He is the father of actor Hrithik Roshan.
In January 2019, Roshan had been diagnosed with early-stage squamous cell carcinoma of the throat.",Rakesh Roshan
http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/RajeshKhattar01.jpg/220px-RajeshKhattar01.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/RajeshKhattar01.jpg/220px-RajeshKhattar01.jpg', 'path': 'full/a22d967cce29693da7d57b333bd04574e0ec969a.jpg', 'checksum': 'c67f9095a6143b39ae56e75197a6fa6f'}]","Rajesh Khattar is an Indian television and film actor, voice actor, and screenwriter.

",Rajesh Khattar
http://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Rajiv_Verma.jpg/220px-Rajiv_Verma.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Rajiv_Verma.jpg/220px-Rajiv_Verma.jpg', 'path': 'full/ca87a8a3eb693a2076cb443b167b2086eecebc97.jpg', 'checksum': 'e4457b7ccc36e558c1156c50ce47a439'}]",Rajeev Verma (born 28 June 1949) is an Indian actor. He has worked in film and television.,Rajeev Verma
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/c1cb96d066a3eb31afb7668c1a8b510a81df80dc.jpg', 'checksum': '6da6c908fa4584ec800e9f7b38216fea'}]","Kashi known by his professional name Sanketh Kashi, was an Indian film actor in the Kannada film industry. Some of the notable films of Kashi as an actor include Ulta Palta (1997), Nammoora Mandara Hoove (1996), Beladingalagi Baa (2008), and Mangalyam Tantunanena (1998).",Sanketh Kashi
http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Ram_kapoor_bade_ache_lagte_ho_event.jpg/220px-Ram_kapoor_bade_ache_lagte_ho_event.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Ram_kapoor_bade_ache_lagte_ho_event.jpg/220px-Ram_kapoor_bade_ache_lagte_ho_event.jpg', 'path': 'full/6d6bfec1ec84a692ea1cad4f2807749bbe8cbc0d.jpg', 'checksum': '40246c56283d121c814096b36ebd6169'}]","Ram Kapoor ([raːm qaːpuːr]; born 1 September 1973) is an Indian television and film actor. He gained popularity portraying Jai Walia in the television series Kasamh Se and the character of Ram Kapoor in Bade Achhe Lagte Hain. He played multiple characters Mamaji / Kunwar Amar Nath Singh (KANS) / Johnny / Balbir in the Bollywood film Humshakals and hosted the reality show Rakhi Ka Swayamwar, based loosely on The Bachelorette.He won 3 ITA Awards and 3 Indian Telly Awards for best actor.

",Ram Kapoor
http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Sanjay_Suri%2C_Ambika_Suri.jpg/220px-Sanjay_Suri%2C_Ambika_Suri.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Sanjay_Suri%2C_Ambika_Suri.jpg/220px-Sanjay_Suri%2C_Ambika_Suri.jpg', 'path': 'full/5a0264673a5b6d55fafe4ec853db3724b5ac0dee.jpg', 'checksum': '62ebb52f2877f983c66b2b2c7801a40b'}]","Sanjay Suri is an Indian Bollywood actor and producer of Kashmiri origin. He made his debut in 1999 with Pyaar Mein Kabhi Kabhi. He went on to star in many supporting roles, but finally got his big break with Jhankaar Beats in 2003, where audiences started to recognise him as a seasoned actor. He is co-producer and actor in the film I Am. He is also the co-founder of the film production company Anticlock Films.",Sanjay Suri
http://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Sankaradi.jpg/220px-Sankaradi.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Sankaradi.jpg/220px-Sankaradi.jpg', 'path': 'full/e10362c7205638f8f33aeb9683354b69dd906c0d.jpg', 'checksum': 'c3ed5750bff36f27700249eb4ba1dc52'}]","Chandrasekhara Menon, better known by his stage name Sankaradi (1924–2001), was an Indian actor. He was a veteran Malayalam comedian and character artiste, who had over 700 Malayalam films to his credit. He was one of the first realistic actors in South Indian cinema. He dominated the Malayalam film scene in the 1960s, 1970s, and 1980s as a comedian along with Adoor Bhasi and Bahadoor. Later, he switched to character roles.",Sankaradi
http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Daya_Kishan_Sapru.jpg/220px-Daya_Kishan_Sapru.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Daya_Kishan_Sapru.jpg/220px-Daya_Kishan_Sapru.jpg', 'path': 'full/b2494c2083cbcb0b02efd5bb2907016d0e582b95.jpg', 'checksum': '6702119e4106f0a57cb5547697568a0b'}]","D. K. Sapru, commonly known as Sapru, (16 March 1916 – 1979)  was an Indian film actor who worked as a character actor in Hindi cinema, noted for films such as Sahib Bibi Aur Ghulam (1962), Heer Raanjha (1970) and Pakeezah (1972). Also, some of his other famous movies are  Kala Pani, Dooj Ka Chand,  Tere Mere Sapne,  Humjoli, Taj Mahal, Jewel Thief and a brief role in Deewar. Born in Kashmir, he rose to prominence as a villain in the thrillers of the 1960s and 1970s, but by and large he performed a variety of character roles in the Indian cinema. He died in 1979 at the age of 62/63
His son Tej Sapru and daughter Preeti Sapru are both actors in Punjabi and Hindi films. His eldest daughter Reema Rakesh Nath is a scriptwriter and director, and her son, actor Karan Nath, is his only grandson.",Sapru (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Sandeep_Kulkarni.jpg/220px-Sandeep_Kulkarni.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Sandeep_Kulkarni.jpg/220px-Sandeep_Kulkarni.jpg', 'path': 'full/819567469042d94b12f165fd08c02e72259b7097.jpg', 'checksum': 'd5d8d8437693be2130bbe50e3bc8f46e'}]",Sandeep Kulkarni (born 16 November) is an Indian actor and painter. He has worked in Marathi films as well as theatre.,Sandeep Kulkarni
http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/SanjayDutt-ManyataDutt.jpg/240px-SanjayDutt-ManyataDutt.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/SanjayDutt-ManyataDutt.jpg/240px-SanjayDutt-ManyataDutt.jpg', 'path': 'full/817128b05f3ae54b66438daec51fffc2a7f15891.jpg', 'checksum': '10b9c12e029e47707f8b837a9be40826'}]","Sanjay Balraj Dutt is an Indian actor, author and film producer who works in Hindi films. He is the recipient of several awards, including two Filmfare Awards and three Screen Awards. Dutt has appeared in 187 films, ranging from romance to comedy genres, but is usually typecasted in action genres, and established himself as of the most popular Hindi film actors of the later 1990s and 2000.
The son of actors Sunil Dutt and Nargis, Dutt made his acting debut in Rocky (1981), which was directed by his father. The crime thriller Naam (1985) proved to be a turning point in his career, which was followed by a series of commercially successful films in that decade, including Jeete Hain Shaan Se (1988), Mardon Wali Baat (1988), Ilaaka (1989), Hum Bhi Insaan Hain (1989) and Kanoon Apna Apna (1989). He earned nominations for the Filmfare Award for Best Actor for Saajan (1991) and Khalnayak (1993). Dutt earned his first Best Actor at the ceremony for playing a common man-turned-gangster in Vaastav: The Reality (1999). Along with Vaastav: The Reality, he also won accolades for playing an army officer in Mission Kashmir (2001), a soft-hearted goofy gangster in Munna Bhai M.B.B.S. (2003) and its sequel Lage Raho Munna Bhai (2006).
Dutt was arrested under the TADA and the Arms Act in April 1993 and was convicted for violation of Arms Act for possession of illegal weapons procured from other accused in the 1993 Bombay bombings. After serving his sentence, he was released in 2016. Dutt's life receives considerable media coverage in India, and in 2018, Sanju, a biopic based on his life (which also saw a special appearance by him), was released to positive reviews and emerged as one of the highest-grossers of Indian cinema.",Sanjay Dutt
